,MWG,NWG,KWG,MDIMC,NDIMC,MDIMA,NDIMB,KWI,VWM,VWN,STRM,STRN,SA,SB,run1,run2,run3,run4,Total Runtime,strcol
14521,16,128,32,8,8,8,8,8,1,2,1,0,0,1,193.44,193.57,193.63,193.58,774.22,ansd
14539,16,128,32,8,8,8,8,8,1,4,1,0,1,1,116.56,116.63,116.6,116.6,466.39,opja
14553,16,128,32,8,8,8,8,8,1,8,1,0,0,1,175.05,175.04,175.27,175.13,700.49,iyca
14609,16,128,32,8,8,8,8,8,2,8,0,0,0,1,163.5,163.48,163.49,163.49,653.96,pmal
14617,16,128,32,8,8,8,8,8,2,8,1,0,0,1,164.57,164.55,164.55,164.56,658.23,suaa
14625,16,128,32,8,8,8,16,2,1,1,0,0,0,1,208.46,208.71,208.53,208.61,834.3100000000001,vfqa
14627,16,128,32,8,8,8,16,2,1,1,0,0,1,1,147.24,147.3,147.08,147.31,588.9300000000001,garn
14659,16,128,32,8,8,8,16,2,1,4,0,0,1,1,100.71,101.18,101.17,101.17,404.23,agkc
14685,16,128,32,8,8,8,16,2,1,8,1,1,0,1,157.3,157.69,157.61,157.74,630.34,plan
14691,16,128,32,8,8,8,16,2,2,1,0,0,1,1,126.25,123.49,124.67,124.4,498.81000000000006,agzj
14697,16,128,32,8,8,8,16,2,2,1,1,0,0,1,199.21,199.19,199.32,199.05,796.77,acwb
14707,16,128,32,8,8,8,16,2,2,2,0,0,1,1,100.34,100.4,100.37,100.37,401.48,sypa
14725,16,128,32,8,8,8,16,2,2,4,0,1,0,1,131.48,131.57,131.53,131.49,526.0699999999999,jfqa
14737,16,128,32,8,8,8,16,2,2,8,0,0,0,1,141.64,141.64,141.68,141.72,566.68,jial
14755,16,128,32,8,8,8,16,8,1,1,0,0,1,1,147.32,146.62,146.64,146.65,587.23,uavt
14763,16,128,32,8,8,8,16,8,1,1,1,0,1,1,148.54,148.15,148.12,148.12,592.9300000000001,zvah
14765,16,128,32,8,8,8,16,8,1,1,1,1,0,1,170.27,170.28,170.29,170.39,681.23,naxd
14769,16,128,32,8,8,8,16,8,1,2,0,0,0,1,149.97,149.61,149.53,149.61,598.72,qnaw
14785,16,128,32,8,8,8,16,8,1,4,0,0,0,1,140.05,140.38,140.36,140.38,561.1700000000001,bazk
14793,16,128,32,8,8,8,16,8,1,4,1,0,0,1,143.56,142.95,142.64,143.65,572.8,avpr
14819,16,128,32,8,8,8,16,8,2,1,0,0,1,1,126.28,126.09,126.07,126.09,504.53,gakz
14821,16,128,32,8,8,8,16,8,2,1,0,1,0,1,184.37,184.34,184.3,184.31,737.3199999999999,iuac
14825,16,128,32,8,8,8,16,8,2,1,1,0,0,1,187.75,187.47,187.42,187.3,749.94,qalt
14869,16,128,32,8,8,8,16,8,2,8,0,1,0,1,132.19,132.31,132.2,132.23,528.93,swaz
14887,16,128,32,8,8,8,32,2,1,1,0,1,1,1,109.2,109.24,109.26,109.22,436.91999999999996,ccka
14893,16,128,32,8,8,8,32,2,1,1,1,1,0,1,167.46,167.39,167.52,167.48,669.85,elac
14897,16,128,32,8,8,8,32,2,1,2,0,0,0,1,161.25,161.37,161.33,161.31,645.26,ebha
14929,16,128,32,8,8,8,32,2,2,1,0,0,0,1,167.03,167.05,167.03,167.05,668.1600000000001,ehae
14935,16,128,32,8,8,8,32,2,2,1,0,1,1,1,101.48,101.47,101.48,101.47,405.9,tatt
14937,16,128,32,8,8,8,32,2,2,1,1,0,0,1,170.44,170.42,170.4,170.45,681.71,rmwa
14945,16,128,32,8,8,8,32,2,2,2,0,0,0,1,144.7,144.82,144.83,144.8,579.1500000000001,ugag
15057,16,128,32,8,8,8,32,8,2,4,0,0,0,1,126.78,126.83,126.85,126.81,507.27000000000004,evad
15061,16,128,32,8,8,8,32,8,2,4,0,1,0,1,125.01,125.04,125.04,125.0,500.09000000000003,qfaf
15075,16,128,32,8,8,16,8,2,1,1,0,0,1,1,198.45,198.53,198.46,198.44,793.8800000000001,glam
15089,16,128,32,8,8,16,8,2,1,2,0,0,0,1,217.74,219.09,219.27,219.27,875.37,jawa
15095,16,128,32,8,8,16,8,2,1,2,0,1,1,1,102.62,102.65,102.65,102.65,410.57000000000005,achg
15109,16,128,32,8,8,16,8,2,1,4,0,1,0,1,147.57,147.55,147.59,147.59,590.3000000000001,kgae
15113,16,128,32,8,8,16,8,2,1,4,1,0,0,1,190.53,191.52,190.94,191.1,764.09,zjau
15121,16,128,32,8,8,16,8,2,1,8,0,0,0,1,191.9,192.03,191.97,191.98,767.88,ohar
15129,16,128,32,8,8,16,8,2,1,8,1,0,0,1,187.75,188.49,188.08,188.1,752.4200000000001,afmu
15141,16,128,32,8,8,16,8,8,1,1,0,1,0,1,207.43,207.28,207.26,207.29,829.26,avbr
15149,16,128,32,8,8,16,8,8,1,1,1,1,0,1,214.3,214.05,213.98,214.1,856.4300000000001,rxna
15159,16,128,32,8,8,16,8,8,1,2,0,1,1,1,104.98,104.99,104.99,104.98,419.94,pazz
15177,16,128,32,8,8,16,8,8,1,4,1,0,0,1,172.49,172.73,172.95,172.52,690.69,bana
15193,16,128,32,8,8,16,8,8,1,8,1,0,0,1,175.14,175.11,175.23,175.22,700.7,palu
15207,16,128,32,8,8,16,16,2,1,1,0,1,1,1,129.8,129.66,129.74,129.69,518.8900000000001,uqza
15257,16,128,32,8,8,16,16,2,1,8,1,0,0,1,160.05,160.59,160.71,160.78,642.13,abml
15269,16,128,32,8,8,16,16,8,1,1,0,1,0,1,171.39,171.41,171.34,171.38,685.52,fiai
15275,16,128,32,8,8,16,16,8,1,1,1,0,1,1,149.06,148.64,148.71,148.71,595.12,plma
15317,16,128,32,8,8,16,16,8,1,8,0,1,0,1,141.2,141.33,141.31,141.28,565.12,yiai
15345,16,128,32,8,8,16,32,2,1,2,0,0,0,1,161.25,161.36,161.32,161.31,645.24,anlt
15349,16,128,32,8,8,16,32,2,1,2,0,1,0,1,139.8,139.82,139.84,139.81,559.27,idau
15369,16,128,32,8,8,16,32,2,1,4,1,0,0,1,156.03,155.98,155.99,156.0,624.0,yzae
15389,16,128,32,8,8,16,32,8,1,1,1,1,0,1,159.81,159.9,160.0,160.0,639.71,dakh
15409,16,128,32,8,8,16,32,8,1,4,0,0,0,1,139.98,139.97,140.0,140.0,559.95,ampn
15421,16,128,32,8,8,16,32,8,1,4,1,1,0,1,140.53,140.48,140.72,140.69,562.4200000000001,bmba
15429,16,128,32,8,16,8,8,2,1,1,0,1,0,1,152.5,152.31,152.34,152.35,609.5,bxra
15433,16,128,32,8,16,8,8,2,1,1,1,0,0,1,188.98,190.14,190.09,190.18,759.3900000000001,uzaw
15441,16,128,32,8,16,8,8,2,1,2,0,0,0,1,143.89,143.98,143.89,143.89,575.65,harb
15465,16,128,32,8,16,8,8,2,1,4,1,0,0,1,137.32,137.26,137.3,137.26,549.14,sdaq
15477,16,128,32,8,16,8,8,2,1,8,0,1,0,1,122.78,123.71,123.61,123.25,493.35,acor
15557,16,128,32,8,16,8,8,8,1,1,0,1,0,1,139.86,139.81,139.87,139.84,559.38,axrt
15565,16,128,32,8,16,8,8,8,1,1,1,1,0,1,144.93,144.93,144.9,144.95,579.71,wnay
15573,16,128,32,8,16,8,8,8,1,2,0,1,0,1,118.29,118.34,118.34,118.32,473.29,krax
15669,16,128,32,8,16,8,8,8,2,8,0,1,0,1,104.22,104.28,104.2,104.25,416.95,oagp
15683,16,128,32,8,16,8,16,2,1,1,0,0,1,1,110.38,110.45,110.36,110.45,441.64,caho
15733,16,128,32,8,16,8,16,2,1,8,0,1,0,1,121.15,121.15,121.14,121.15,484.59000000000003,fbka
15741,16,128,32,8,16,8,16,2,1,8,1,1,0,1,146.1,146.05,146.11,146.1,584.36,vzaf
15757,16,128,32,8,16,8,16,2,2,1,1,1,0,1,129.78,129.8,129.8,129.8,519.1800000000001,ypsa
15785,16,128,32,8,16,8,16,2,2,4,1,0,0,1,103.91,103.89,103.88,103.88,415.56,saye
15809,16,128,32,8,16,8,16,8,1,1,0,0,0,1,163.62,163.64,163.73,163.7,654.69,ngfa
15869,16,128,32,8,16,8,16,8,1,8,1,1,0,1,116.42,116.3,116.51,116.45,465.68,cael
15905,16,128,32,8,16,8,16,8,2,4,0,0,0,1,100.18,100.17,100.17,100.16,400.68000000000006,aipo
15929,16,128,32,8,16,8,16,8,2,8,1,0,0,1,111.44,111.41,111.43,111.43,445.71,tsma
15941,16,128,32,8,16,8,32,2,1,1,0,1,0,1,126.05,126.11,126.11,126.09,504.36,xbta
15997,16,128,32,8,16,8,32,2,2,1,1,1,0,1,120.76,120.81,120.75,120.76,483.08,iadl
16009,16,128,32,8,16,8,32,2,2,2,1,0,0,1,113.37,113.34,113.29,113.3,453.3,answ
16017,16,128,32,8,16,8,32,2,2,4,0,0,0,1,100.4,100.36,100.37,100.36,401.49,tado
16037,16,128,32,8,16,8,32,8,1,1,0,1,0,1,113.24,113.25,113.28,113.3,453.07,vwan
16041,16,128,32,8,16,8,32,8,1,1,1,0,0,1,129.02,129.13,129.14,129.14,516.43,agsy
16073,16,128,32,8,16,8,32,8,1,4,1,0,0,1,103.31,103.26,103.29,103.36,413.22,ausi
16093,16,128,32,8,16,8,32,8,2,1,1,1,0,1,118.84,118.85,118.87,118.85,475.40999999999997,nksa
16145,16,128,32,8,16,16,8,2,1,2,0,0,0,1,143.87,143.93,143.91,143.9,575.61,pwal
16153,16,128,32,8,16,16,8,2,1,2,1,0,0,1,152.69,152.63,152.66,152.61,610.59,ylea
16157,16,128,32,8,16,16,8,2,1,2,1,1,0,1,147.03,146.95,146.99,146.83,587.8000000000001,alpv
16169,16,128,32,8,16,16,8,2,1,4,1,0,0,1,137.29,137.28,137.28,137.32,549.1700000000001,pwga
16193,16,128,32,8,16,16,8,8,1,1,0,0,0,1,152.24,154.8,156.02,152.48,615.5400000000001,aoky
16203,16,128,32,8,16,16,8,8,1,1,1,0,1,1,117.74,117.84,117.83,117.8,471.21,eayv
16221,16,128,32,8,16,16,8,8,1,2,1,1,0,1,119.42,119.41,119.28,119.29,477.40000000000003,anfc
16265,16,128,32,8,16,16,16,2,1,1,1,0,0,1,199.76,199.64,199.7,199.65,798.7499999999999,esau
16285,16,128,32,8,16,16,16,2,1,2,1,1,0,1,119.07,119.49,118.62,118.24,475.42,gapr
16289,16,128,32,8,16,16,16,2,1,4,0,0,0,1,126.76,126.88,126.77,126.8,507.21,uato
16305,16,128,32,8,16,16,16,2,1,8,0,0,0,1,121.13,121.18,121.13,121.14,484.58,jtal
16321,16,128,32,8,16,16,16,8,1,1,0,0,0,1,163.85,163.7,163.7,163.77,655.02,fala
16333,16,128,32,8,16,16,16,8,1,1,1,1,0,1,122.45,122.45,122.46,122.46,489.82,txva
16349,16,128,32,8,16,16,16,8,1,2,1,1,0,1,108.0,107.98,108.03,108.02,432.03,yams
16397,16,128,32,8,16,16,32,2,1,1,1,1,0,1,160.48,160.46,160.45,160.44,641.8299999999999,waxl
16425,16,128,32,8,16,16,32,2,1,4,1,0,0,1,116.73,117.02,116.75,116.98,467.48,pdpa
16577,16,128,32,8,32,8,8,8,1,1,0,0,0,1,119.9,119.91,119.91,128.54,488.26,atbo
16673,16,128,32,8,32,8,16,2,1,1,0,0,0,1,137.43,137.42,137.46,137.37,549.6800000000001,majn
16675,16,128,32,8,32,8,16,2,1,1,0,0,1,1,101.67,101.71,101.59,101.22,406.19000000000005,aaoa
16785,16,128,32,8,32,8,16,8,1,2,0,0,0,1,102.33,102.19,102.14,101.68,408.34,khag
16817,16,128,32,8,32,8,16,8,2,1,0,0,0,1,130.48,130.47,130.48,130.51,521.9399999999999,davu
17059,16,128,32,8,32,16,8,2,1,1,0,0,1,1,103.74,103.69,103.05,103.34,413.82000000000005,ampn
17113,16,128,32,8,32,16,8,8,1,1,1,0,0,1,121.29,121.36,121.32,121.3,485.27000000000004,bkga
17201,16,128,32,8,32,16,16,8,1,1,0,0,0,1,145.9,146.01,146.0,146.14,584.05,rnsa
17217,16,128,32,8,32,16,16,8,1,2,0,0,0,1,101.89,101.8,102.43,101.67,407.79,swea
17305,16,128,32,8,32,16,32,8,1,1,1,0,0,1,103.81,103.8,103.82,103.83,415.26,kjra
17347,16,128,32,16,8,8,8,2,1,1,0,0,1,1,127.94,127.94,127.91,127.87,511.65999999999997,vafh
17349,16,128,32,16,8,8,8,2,1,1,0,1,0,1,158.84,158.88,158.82,158.84,635.38,wavs
17355,16,128,32,16,8,8,8,2,1,1,1,0,1,1,130.07,130.1,130.06,130.06,520.29,atfe
17377,16,128,32,16,8,8,8,2,1,4,0,0,0,1,129.3,129.26,129.29,129.33,517.1800000000001,ajxi
17419,16,128,32,16,8,8,8,8,1,1,1,0,1,1,131.66,131.73,131.67,131.65,526.7099999999999,flaf
17425,16,128,32,16,8,8,8,8,1,2,0,0,0,1,143.86,143.8,143.81,143.73,575.2,auoz
17433,16,128,32,16,8,8,8,8,1,2,1,0,0,1,143.83,143.89,143.82,143.82,575.36,xalc
17437,16,128,32,16,8,8,8,8,1,2,1,1,0,1,121.05,121.04,121.04,121.05,484.18,adoc
17445,16,128,32,16,8,8,8,8,1,4,0,1,0,1,107.66,107.65,107.65,107.67,430.63000000000005,mmao
17461,16,128,32,16,8,8,8,8,1,8,0,1,0,1,122.31,122.23,122.26,122.26,489.06,pagc
17513,16,128,32,16,8,8,16,2,1,4,1,0,0,1,125.26,125.21,125.27,125.28,501.02,uakb
17545,16,128,32,16,8,8,16,8,1,1,1,0,0,1,166.91,166.8,166.1,166.72,666.5300000000001,uxfa
17589,16,128,32,16,8,8,16,8,1,8,0,1,0,1,118.91,118.9,118.92,118.91,475.64,hwal
17649,16,128,32,16,8,8,32,8,1,1,0,0,0,1,133.07,132.83,132.83,132.82,531.55,oman
17657,16,128,32,16,8,8,32,8,1,1,1,0,0,1,133.06,132.85,132.81,132.81,531.53,hvau
17703,16,128,32,16,8,16,8,2,1,1,0,1,1,1,108.67,107.65,108.67,108.68,433.67,vbfa
17721,16,128,32,16,8,16,8,2,1,2,1,0,0,1,146.01,146.21,146.17,146.08,584.47,ahab
17725,16,128,32,16,8,16,8,2,1,2,1,1,0,1,131.01,131.06,131.06,131.05,524.1800000000001,madn
17733,16,128,32,16,8,16,8,2,1,4,0,1,0,1,114.78,114.81,114.81,114.8,459.2,xlal
17745,16,128,32,16,8,16,8,2,1,8,0,0,0,1,135.85,135.91,135.82,135.92,543.5,aiwa
17769,16,128,32,16,8,16,8,8,1,1,1,0,0,1,172.33,172.88,172.84,172.72,690.7700000000001,atih
17857,16,128,32,16,8,16,16,2,1,4,0,0,0,1,125.25,125.29,125.27,125.28,501.09000000000003,vpav
17881,16,128,32,16,8,16,16,2,1,8,1,0,0,1,127.09,127.13,127.08,127.09,508.39,jlpa
17889,16,128,32,16,8,16,16,8,1,1,0,0,0,1,167.86,166.42,166.87,167.0,668.15,ftra
17897,16,128,32,16,8,16,16,8,1,1,1,0,0,1,167.68,167.55,166.64,166.88,668.75,xeta
17913,16,128,32,16,8,16,16,8,1,2,1,0,0,1,131.76,131.37,131.58,131.46,526.1700000000001,wtaf
17945,16,128,32,16,8,16,16,8,1,8,1,0,0,1,116.0,116.01,120.02,119.1,471.13,wyza
17949,16,128,32,16,8,16,16,8,1,8,1,1,0,1,118.89,118.84,125.79,125.81,489.33000000000004,vdsa
18005,16,128,32,16,8,16,32,8,1,1,0,1,0,1,123.18,123.24,123.24,123.24,492.90000000000003,ajgr
18025,16,128,32,16,8,16,32,8,1,2,1,0,0,1,112.73,113.54,113.52,113.1,452.89,ykau
18029,16,128,32,16,8,16,32,8,1,2,1,1,0,1,122.62,122.66,122.62,122.63,490.53,grac
18123,16,128,32,16,16,8,8,8,1,1,1,0,1,1,110.41,111.01,110.79,111.01,443.22,ayti
18179,16,128,32,16,16,8,16,2,1,1,0,0,1,1,109.59,105.83,105.71,105.84,426.97,nead
18187,16,128,32,16,16,8,16,2,1,1,1,0,1,1,102.68,102.47,102.45,102.47,410.07000000000005,aznm
18409,16,128,32,16,16,16,8,2,1,1,1,0,0,1,127.25,127.24,127.25,127.23,508.97,awnz
18467,16,128,32,16,16,16,8,8,1,1,0,0,1,1,109.59,109.57,109.35,109.66,438.16999999999996,mjaj
18529,16,128,32,16,16,16,16,2,1,1,0,0,0,1,144.56,144.79,144.65,144.55,578.55,iais
18539,16,128,32,16,16,16,16,2,1,1,1,0,1,1,101.93,101.82,101.76,101.86,407.37,giaw
18595,16,128,32,16,16,16,16,8,1,1,0,0,1,1,104.01,104.04,103.99,104.02,416.06,asof
18752,16,128,32,16,32,16,16,2,1,1,0,0,0,0,115.19,124.15,115.49,115.22,470.04999999999995,fuca
18800,16,128,32,16,32,16,16,8,1,1,0,0,0,0,106.1,106.11,106.11,106.1,424.41999999999996,mkga
18809,16,128,32,16,32,16,16,8,1,1,1,0,0,1,113.71,114.4,114.06,114.1,456.27,jsaj
19533,32,16,16,8,16,8,8,2,1,1,1,1,0,1,110.87,110.84,110.87,110.88,443.46000000000004,aroe
19581,32,16,16,8,16,8,8,8,1,1,1,1,0,1,110.8,110.84,110.8,110.88,443.32,amgj
19625,32,16,16,8,16,8,16,2,1,1,1,0,0,1,106.21,106.23,106.28,106.22,424.94000000000005,ahyk
19725,32,16,16,8,16,16,8,2,1,1,1,1,0,1,110.96,110.87,110.92,110.86,443.61,oaez
19776,32,16,16,8,16,16,16,2,1,1,0,0,0,0,133.1,133.11,133.06,133.05,532.32,hoca
19777,32,16,16,8,16,16,16,2,1,1,0,0,0,1,132.32,132.21,132.37,132.22,529.12,bakp
19820,32,16,16,8,16,16,16,8,1,1,1,1,0,0,120.13,120.12,120.04,120.01,480.3,jaex
19841,32,16,16,8,16,32,8,2,1,1,0,0,0,1,136.09,136.12,136.07,136.15,544.4300000000001,gaws
19860,32,16,16,8,16,32,8,8,1,1,0,1,0,0,133.05,133.07,132.98,132.99,532.09,aahp
19868,32,16,16,8,16,32,8,8,1,1,1,1,0,0,120.1,120.19,120.1,120.29,480.68,dcga
20096,32,16,16,16,8,16,8,2,1,1,0,0,0,0,112.45,112.58,112.44,112.66,450.13,izma
20300,32,16,16,16,8,32,8,2,1,1,1,1,0,0,115.41,115.48,115.54,115.44,461.87,oarc
20388,32,16,16,16,16,16,16,2,1,1,0,1,0,0,141.15,141.1,141.18,141.2,564.63,sahj
20392,32,16,16,16,16,16,16,2,1,1,1,0,0,0,125.39,124.93,125.33,124.98,500.63,apts
20393,32,16,16,16,16,16,16,2,1,1,1,0,0,1,106.67,106.44,106.46,106.29,425.86,atrd
20424,32,16,16,16,16,16,16,8,1,1,1,0,0,0,125.88,125.81,126.0,125.96,503.65,arvi
20448,32,16,16,16,16,32,16,2,1,1,0,0,0,0,141.16,141.11,141.16,141.15,564.5799999999999,jcea
20456,32,16,16,16,16,32,16,2,1,1,1,0,0,0,125.2,124.8,125.05,125.45,500.5,wiab
20464,32,16,16,16,16,32,16,8,1,1,0,0,0,0,141.54,141.43,141.42,141.46,565.85,bpsa
20465,32,16,16,16,16,32,16,8,1,1,0,0,0,1,140.6,140.55,140.6,140.64,562.39,bwba
20484,32,16,16,32,8,16,16,2,1,1,0,1,0,0,124.34,124.22,124.19,124.19,496.94,ouia
20508,32,16,16,32,8,16,16,8,1,1,1,1,0,0,129.23,129.17,129.04,129.41,516.8499999999999,moao
20532,32,16,16,32,8,32,16,8,1,1,0,1,0,0,129.23,129.15,129.38,128.98,516.74,qajx
20540,32,16,16,32,8,32,16,8,1,1,1,1,0,0,129.0,128.93,129.2,129.1,516.23,xhfa
20542,32,16,16,32,8,32,16,8,1,1,1,1,1,0,104.05,104.27,103.97,104.12,416.40999999999997,maxl
21129,32,16,32,8,16,8,8,2,1,1,1,0,0,1,110.32,110.47,110.46,110.44,441.69,tksa
21176,32,16,32,8,16,8,8,8,1,1,1,0,0,0,116.57,116.69,116.56,116.72,466.53999999999996,eaco
21220,32,16,32,8,16,8,16,2,1,1,0,1,0,0,132.87,132.95,132.88,132.84,531.54,yvya
21268,32,16,32,8,16,8,16,8,1,1,0,1,0,0,133.1,133.17,133.11,133.17,532.55,tsal
21273,32,16,32,8,16,8,16,8,1,1,1,0,0,1,107.17,107.05,107.18,107.04,428.44,uaws
21277,32,16,32,8,16,8,16,8,1,1,1,1,0,1,107.0,107.04,107.09,107.0,428.13,btua
21312,32,16,32,8,16,16,8,2,1,1,0,0,0,0,132.93,132.95,132.9,132.98,531.76,fgca
21381,32,16,32,8,16,16,16,2,1,1,0,1,0,1,132.6,132.52,132.59,132.48,530.19,vbaj
21441,32,16,32,8,16,32,8,2,1,1,0,0,0,1,136.61,136.64,136.57,136.67,546.49,aqdc
21452,32,16,32,8,16,32,8,2,1,1,1,1,0,0,120.33,120.51,120.12,120.24,481.20000000000005,ajvr
21469,32,16,32,8,16,32,8,8,1,1,1,1,0,1,111.91,111.9,111.94,111.87,447.62,nkab
21473,32,16,32,8,16,32,16,2,1,1,0,0,0,1,132.6,132.51,132.5,132.54,530.15,aewx
21516,32,16,32,16,8,8,8,2,1,1,1,1,0,0,115.41,115.36,115.58,115.4,461.75,xgra
21640,32,16,32,16,8,8,16,2,1,1,1,0,0,0,111.83,112.27,111.96,111.91,447.97,glah
21700,32,16,32,16,8,16,8,2,1,1,0,1,0,0,112.26,112.21,112.26,112.3,449.03000000000003,qady
21828,32,16,32,16,8,16,16,2,1,1,0,1,0,0,116.34,115.82,114.18,112.2,458.54,kyna
21888,32,16,32,16,8,32,8,2,1,1,0,0,0,0,107.92,108.02,107.85,108.0,431.78999999999996,paai
21984,32,16,32,16,16,8,8,2,1,1,0,0,0,0,140.94,140.92,140.92,140.98,563.76,axhr
21989,32,16,32,16,16,8,8,2,1,1,0,1,0,1,136.8,136.9,136.93,136.86,547.49,aonw
22080,32,16,32,16,16,8,16,8,1,1,0,0,0,0,141.34,141.34,141.27,141.29,565.24,zhga
22081,32,16,32,16,16,8,16,8,1,1,0,0,0,1,134.66,134.6,134.66,134.65,538.5699999999999,hnja
22089,32,16,32,16,16,8,16,8,1,1,1,0,0,1,102.43,102.19,102.16,102.6,409.38,zqia
22120,32,16,32,16,16,16,8,2,1,1,1,0,0,0,126.04,126.44,125.73,125.92,504.13000000000005,alps
22156,32,16,32,16,16,16,8,8,1,1,1,1,0,0,126.78,127.58,127.35,127.08,508.79,caqy
22180,32,16,32,16,16,16,16,2,1,1,0,1,0,0,140.89,140.91,140.94,140.94,563.68,maej
22208,32,16,32,16,16,16,16,8,1,1,0,0,0,0,141.26,141.31,141.28,141.3,565.1500000000001,dnau
22277,32,16,32,16,16,32,16,2,1,1,0,1,0,1,134.61,134.74,134.63,134.65,538.63,atgn
22292,32,16,32,16,16,32,16,8,1,1,0,1,0,0,141.37,141.4,141.37,141.26,565.4,safe
22350,32,16,32,32,8,8,8,8,1,1,1,1,1,0,120.39,120.84,120.24,120.13,481.6,zsga
22374,32,16,32,32,8,8,16,2,1,1,0,1,1,0,125.38,125.44,125.53,125.4,501.75,lrax
22392,32,16,32,32,8,8,16,8,1,1,1,0,0,0,122.83,122.67,123.71,122.52,491.72999999999996,mkia
22394,32,16,32,32,8,8,16,8,1,1,1,0,1,0,116.87,117.37,117.21,116.71,468.15999999999997,laht
22396,32,16,32,32,8,8,16,8,1,1,1,1,0,0,126.29,125.78,126.9,126.89,505.86,sbao
22406,32,16,32,32,8,16,8,2,1,1,0,1,1,0,112.51,112.4,112.73,112.43,450.07000000000005,fcca
22436,32,16,32,32,8,16,8,8,1,1,0,1,0,0,126.49,126.31,125.88,126.76,505.44,zeza
22438,32,16,32,32,8,16,8,8,1,1,0,1,1,0,112.45,112.58,112.62,112.59,450.24,aryq
22440,32,16,32,32,8,16,8,8,1,1,1,0,0,0,123.36,122.84,123.08,123.09,492.37,rqao
22476,32,16,32,32,8,16,16,2,1,1,1,1,0,0,126.38,126.26,126.54,126.1,505.28,apdd
22478,32,16,32,32,8,16,16,2,1,1,1,1,1,0,109.89,109.91,109.79,109.6,439.19000000000005,naci
22496,32,16,32,32,8,32,8,2,1,1,0,0,0,0,123.24,123.36,123.03,123.28,492.90999999999997,ldap
22500,32,16,32,32,8,32,8,2,1,1,0,1,0,0,126.48,127.33,126.44,126.97,507.22,agjd
22502,32,16,32,32,8,32,8,2,1,1,0,1,1,0,106.07,105.82,105.86,105.83,423.58,vdab
22562,32,16,32,32,8,32,16,2,1,1,0,0,1,0,101.72,101.53,101.37,101.35,405.97,lkaq
22608,32,16,32,32,16,16,16,8,1,1,0,0,0,0,180.52,179.58,179.81,179.85,719.7600000000001,qfai
22616,32,16,32,32,16,16,16,8,1,1,1,0,0,0,180.47,179.57,179.82,179.85,719.7099999999999,jjga
22625,32,16,32,32,16,32,16,2,1,1,0,0,0,1,142.89,142.97,142.93,143.07,571.86,iazu
22634,32,16,32,32,16,32,16,2,1,1,1,0,1,0,116.45,116.06,115.99,116.01,464.51,tazm
22644,32,16,32,32,16,32,16,8,1,1,0,1,0,0,180.52,179.54,179.82,179.78,719.66,rale
24801,32,32,16,8,32,16,16,8,1,1,0,0,0,1,139.45,139.75,142.95,139.51,561.66,lazs
24832,32,32,16,8,32,16,32,2,1,1,0,0,0,0,133.28,133.32,133.27,133.28,533.15,jfwa
24897,32,32,16,8,32,32,16,2,1,1,0,0,0,1,139.64,139.47,139.48,139.55,558.1400000000001,agbg
24913,32,32,16,8,32,32,16,8,1,1,0,0,0,1,139.49,139.54,139.48,139.56,558.0699999999999,zjam
24916,32,32,16,8,32,32,16,8,1,1,0,1,0,0,133.34,133.28,133.26,133.17,533.05,raer
24929,32,32,16,8,32,32,32,2,1,1,0,0,0,1,134.95,135.02,135.08,135.11,540.1600000000001,poax
24948,32,32,16,8,32,32,32,8,1,1,0,1,0,0,133.28,133.28,133.29,133.22,533.07,plah
25932,32,32,16,16,16,16,16,2,1,1,1,1,0,0,103.15,102.13,102.51,102.46,410.25,oatk
26225,32,32,16,16,32,32,32,8,1,1,0,0,0,1,159.41,159.37,159.44,159.37,637.5899999999999,txsa
26229,32,32,16,16,32,32,32,8,1,1,0,1,0,1,159.47,159.52,159.6,159.29,637.88,adfa
26233,32,32,16,16,32,32,32,8,1,1,1,0,0,1,116.12,116.33,116.42,116.16,465.03,akrp
26236,32,32,16,16,32,32,32,8,1,1,1,1,0,0,133.43,133.33,133.42,133.36,533.54,bave
26248,32,32,16,32,8,16,16,2,1,1,1,0,0,0,102.65,102.71,102.5,101.91,409.77,xrza
26372,32,32,16,32,8,32,16,8,1,1,0,1,0,0,106.79,107.74,107.51,106.48,428.52000000000004,fxsa
26446,32,32,16,32,16,32,32,2,1,1,1,1,1,0,105.08,105.04,105.1,105.23,420.45000000000005,ogag
26456,32,32,16,32,16,32,32,8,1,1,1,0,0,0,128.08,127.98,127.98,127.78,511.82000000000005,cuac
28580,32,32,32,8,32,8,8,2,1,1,0,1,0,0,132.95,132.91,132.99,133.04,531.89,naje
28581,32,32,32,8,32,8,8,2,1,1,0,1,0,1,136.35,136.23,136.31,136.29,545.18,aojl
28633,32,32,32,8,32,8,8,8,1,1,1,0,0,1,103.96,104.13,104.28,104.11,416.48,pgaz
28637,32,32,32,8,32,8,8,8,1,1,1,1,0,1,102.74,103.01,103.16,103.47,412.38,basd
28821,32,32,32,8,32,8,32,8,1,1,0,1,0,1,132.88,132.97,132.95,132.88,531.6800000000001,eald
28824,32,32,32,8,32,8,32,8,1,1,1,0,0,0,109.31,109.44,109.62,109.35,437.72,xago
28901,32,32,32,8,32,16,8,8,1,1,0,1,0,1,136.32,136.26,136.39,136.35,545.3199999999999,czaa
28904,32,32,32,8,32,16,8,8,1,1,1,0,0,0,109.54,109.44,109.42,109.32,437.72,babq
